Source,Title,Content,Section,URL,Date,Normalized Content,Normalized Title
Expansión - Economía,"Yellen considera ""señal muy positiva"" recorte de tasas de la Fed","La medida ""refleja confianza de parte de la Fed en que la inflación cedió y está en camino hacia la meta de 2% (anual)"", expresó la secretaria del Tesoro de EU.",Economía,https://expansion.mx/economia/2024/09/19/yellen-considera-senal-muy-positiva-recorte-de-tasas-de-fed,19/09/2024,"medida "" reflejar confianza Fed inflación ceder camino meta 2% ( anual ) "" , secretaria Tesoro EU .","Yellen "" señal positivo "" recorte tasa Fed"
Expansión - Economía,La CNBV buscará regular reportes de ciberseguridad,El regulador busca que todas las empresas que ofrezcan un servicio financiero deban homologar los criterios para reportar cuando han sido víctimas de un ataque cibernético.,Economía,https://expansion.mx/economia/2024/09/19/la-cnbv-buscara-regular-reportes-de-ciberseguridad,19/09/2024,regulador buscar empresa ofrecer servicio financiero der homologar criterio reportar víctima ataque cibernético .,CNBV buscar regular report ciberseguridad
Expansión - Economía,Recorte de la Fed da margen de maniobra a Banco de México,"Tras la decisión de política monetaria del banco central estadounidense, Banxico tiene oportunidad de mantener el amplio diferencial de tasas, aseguran analistas.",Economía,https://expansion.mx/economia/2024/09/19/recorte-fed-margen-maniobra-banxico-politica-monetaria,19/09/2024,"decisión política monetario banco central estadounidense , Banxico oportunidad mantener amplio diferencial tasa , asegurar analista .",Recorte Fed margen maniobra Banco México
Expansión - Economía,Claudia Sheinbaum se reunirá con empresarios de Estados Unidos en octubre,"En medio de voces empresariales que dicen que las inversiones se han detenido por la reforma judicial, Marcelo Ebrard anunció la asistencia de la próxima presidenta de México en el CEO Dialogue.",Economía,https://expansion.mx/economia/2024/09/18/ebrard-anuncia-sheinbaum-reunion-empresas-de-eu,18/09/2024,"voz empresarial inversión detener reforma judicial , Marcelo Ebrard anunciar asistencia próximo presidenta México CEO Dialogue .",Claudia Sheinbaum reunir empresario Unidos octubre
Expansión - Economía,¿Dónde hay mayor brecha salarial por género en México?,"Banxico realizó un análisis de las brechas salariales de género en las regiones de México, los resultados demuestran que el norte es donde hay mayor diferencia de remuneración entre hombres y mujeres.",Economía,https://expansion.mx/economia/2024/09/18/brecha-salarial-por-genero-en-mexico,18/09/2024,"Banxico análisis brecha salarial género región México , resultado demostrar norte diferencia remuneración hombre mujer .",¿ brecha salarial género México ?
Expansión - Economía,¿Por qué es importante tener un seguro para tu negocio?,"Un seguro no solo cubre los daños materiales, sino que también puede asegurar la continuidad de las operaciones en caso de un siniestro, destaca la AMIS.",Economía,https://expansion.mx/economia/2024/09/18/por-que-es-importante-tener-un-seguro-para-tu-negocio,18/09/2024,"seguro cubrir daño material , asegurar continuidad operación caso siniestro , destacar AMIS .",¿ importante seguro negocio ?
Expansión - Economía,Peligra economía de México si Trump gana y cumple con aranceles: Moody's,La agencia calificadora anticipa que la economía mexicana sufriría una recesión en 2025 y una mayor inflación.,Economía,https://expansion.mx/economia/2024/09/18/economia-de-mexico-peligra-recesion-si-gana-trump,18/09/2024,agencia calificadoro anticipar economía mexicano sufrir recesión 2025 inflación .,Peligra economía México Trump ganar cumplir arancel : Moody's
Expansión - Economía,"RappiCard alcanza los 5,107 millones de pesos en su cartera de crédito",La empresa resalta que parte de su estrategia es ofrecer un proceso de solicitud y aprobación en solo dos minutos y una entrega de la tarjeta física en 30 minutos.,Economía,https://expansion.mx/economia/2024/09/18/rappicard-alcanza-5107-mdp-cartera-de-credito,18/09/2024,empresa resaltar estrategia ofrecer proceso solicitud aprobación minuto entrega tarjeta físico 30 minuto .,RappiCard alcanzar 5.107 millón pesos cartera crédito
Expansión - Economía,"Fed baja tasas medio punto porcentual; aduce ""confianza"" en control de inflación",Los responsables de la política monetaria prevén que el tipo de referencia de la Reserva Federal caiga otro medio punto porcentual a finales de este año.,Economía,https://expansion.mx/economia/2024/09/18/fed-baja-tasas-medio-punto-porcentual-aduce-confianza-en-control-de-inflacion,18/09/2024,responsable política monetario prever tipo referencia Reserva Federal caer punto porcentual final año .,"Fed bajar tasa punto porcentual ; aducir "" confianza "" control inflación"
Expansión - Economía,Mercado Pago recibe financiamiento de JP Morgan para apoyar a Pymes mexicanas,La plataforma logra un acuerdo con el banco de inversión de 250 millones de dólares para apoyar a pequeños negocios en el país.,Economía,https://expansion.mx/economia/2024/09/18/mercado-pago-recibe-financiamiento-de-jp-morgan,18/09/2024,plataforma lograr banco inversión 250 millón dólares apoyar pequeño negocio país .,Mercado Pago recibir financiamiento JP Morgan apoyar Pymes mexicano
Expansión - Economía,El número de súper ricos se dispara en Estados Unidos y China,La población China con al menos 100 millones de dólares en sus cuentas se ha duplicado en los últimos 10 años.,Economía,https://expansion.mx/economia/2024/09/18/paises-con-mas-super-ricos,18/09/2024,población China 100 millón dólares cuenta duplicar 10 año .,número súper rico disparar Unidos China
Expansión - Economía,Infonavit maneja 2.4 billones de pesos en activos: Carlos Martínez,"Los fondos del instituto han aumentado por los aumentos salariales, las mayores aportaciones patronales, la fiscalización a empresas, los programas de regularización de créditos.",Economía,https://expansion.mx/economia/2024/09/18/cuanto-dinero-maneja-el-infonavit,18/09/2024,"fondo instituto aumentar aumento salarial , mayor aportación patronal , fiscalización empresa , programa regularización crédito .",Infonavit manejar 2.4 billón pesos activo : Carlos Martínez
Expansión - Economía,El impacto del nearshoring y las tendencias laborales según MetLife México,"La escasez de talento calificado, la importancia de beneficios competitivos y la necesidad de una cultura organizacional sólida son los principales desafíos a los que se enfrentan las empresas",Economía,https://expansion.mx/economia/2024/09/18/el-impacto-nearshoring-mexico-tendencias-laborales-metlife,18/09/2024,"escasez talento calificado , importancia beneficio competitivo necesidad cultura organizacional sólido principal desafío enfrentar empresa",impacto nearshoring tendencia laboral MetLife México
Expansión - Economía,"Sofipos ven oportunidades en su figura, a pesar de la migración bancaria","La Asociación Mexicana de Sofipos (AMS) considera que con una nueva regulación, las instituciones pueden seguir creciendo con ayuda de la regulación y la tecnología.",Economía,https://expansion.mx/economia/2024/09/18/sofipos-ven-oportunidades-en-su-figura-a-pesar-de-la-migracion-bancaria,18/09/2024,"Asociación Mexicana Sofipos ( AMS ) regulación , institución seguir crecer ayuda regulación tecnología .","Sofipos ver oportunidad figura , migración bancario"
Expansión - Economía,Las Afores registran ganancias en agosto; las más altas en 9 meses,"Las Afores registraron plusvalías de 231,284.6 millones de pesos en agosto, el monto más alto desde noviembre del año pasado.",Economía,https://expansion.mx/economia/2024/09/17/afores-plusvalias-record-2024,18/09/2024,"Afores registrar plusvalía 231.284.6 millón pesos agosto , monto alto noviembre año .",Afores registrar ganancia agosto ; alto 9 mes
Expansión - Economía,Estos son las mercancías que más importa México desde el exterior,"Los países a los que más le compra México son Estados Unidos, que representa casi 43% del total de las importaciones, seguido por China, con 20% y Japón, con 3%.",Economía,https://expansion.mx/economia/2024/09/17/estos-son-las-mercancias-que-mas-importa-mexico-desde-el-exterior,17/09/2024,"país compra México Unidos , representar 43% importación , seguido China , 20% Japón , 3% .",mercancía importar México exterior
Expansión - Economía,"El SAT obtiene 191,506 mdp por eficiencia recaudatoria en 2024","La mayor eficiencia recaudatoria se debe principalmente a los programas Cumplimiento de Obligaciones, Vigilancia Profunda y Cobranza Coactiva.",Economía,https://expansion.mx/economia/2024/09/17/sat-obtiene-191-506-mdp-por-eficiencia-recaudatoria,17/09/2024,"eficiencia recaudatorio principalmente programa Cumplimiento Obligaciones , Vigilancia Profunda Cobranza Coactiva .",SAT obtener 191.506 mdp eficiencia recaudatorio 2024
Expansión - Economía,Los Cetes reducen rendimiento previo a decisión de Banxico,"La próxima semana, el Banco de México (Banxico) dará a conocer su decisión de política monetaria y los Cetes disminuyeron los rendimientos en todos los plazos.",Economía,https://expansion.mx/economia/2024/09/17/rendimientos-cetes-disminuyen,17/09/2024,"próximo semana , Banco México ( Banxico ) dar decisión política monetario Cetes disminuir rendimiento plazo .",Cetes reducir rendimiento previo decisión Banxico
Expansión - Economía,El gobierno de Sheinbaum necesitará una nueva política para atraer inversiones,"Consumada la desaparición de ProMéxico, los esfuerzos por atraer inversión extranjera se dividieron. Los especialistas cuestionan si con un ente líder podría lograrse aún más.",Economía,https://expansion.mx/economia/2024/09/17/sheinbaum-y-nearshoring-fortalecer-inversion-extranjera,17/09/2024,"consumado desaparición proméxico , esfuerzo atraer inversión extranjero dividir . especialista cuestionar ente líder lograr él .",gobierno Sheinbaum necesitar política atraer inversión
Expansión - Economía,México y EU acuerdan que Sader supervise el aguacate para exportación,Los gobiernos de México y Estados Unidos acordaron esta transferencia de responsabilidades para agilizar el comercio.,Economía,https://expansion.mx/economia/2024/09/16/mexico-y-eu-acuerdan-que-sader-supervise-el-aguacate-para-exportacion,16/09/2024,gobierno México Unidos acordar transferencia responsabilidad agilizar comercio .,México eu acordar Sader supervisar aguacate exportación
Expansión - Economía,No todo es T-MEC; estos son los tratados comerciales que aguardan a Ebrard,"México tiene el potencial de ampliar y diversificar sus exportaciones, al menos en cinco tratados, además del que tiene con Estados Unidos y Canadá.",Economía,https://expansion.mx/economia/2024/09/16/no-todo-t-mec-otros-tratados-aguardan-marcelo-ebrard,16/09/2024,"México potencial ampliar diversificar exportación , tratado , Unidos Canadá .",t-mec ; tratado comercial aguardar Ebrard
Expansión - Economía,"Instituciones de crédito en incertidumbre por la Reforma Judicial, dice Moody’s",Las pequeñas y medianas empresas enfrentarán una desaceleración en los créditos dada la falta de certeza jurídica para las instituciones financieras no bancarias.,Economía,https://expansion.mx/economia/2024/09/14/instituciones-credito-incertidumbre-reforma-judicial-moodys,14/09/2024,pequeño mediano empresa enfrentar desaceleración crédito dar falta certeza jurídico institución financiero bancario .,"Instituciones crédito incertidumbre Reforma Judicial , Moody’s"
Expansión - Economía,Las sequías impactan el precio y peso de la carne de res: Banxico,El Banco de México destacó que las sequías provocan que los productores de carne sacrifiquen al ganado antes de tiempo para que no pierdan peso; lo que llega a provocar inflación en el mediano plazo.,Economía,https://expansion.mx/economia/2024/09/13/banxico-advierte-impacto-sequias-carne-de-res,13/09/2024,Banco México destacar sequía provocar productor carne sacrificar ganado tiempo perder peso ; llegar provocar inflación mediano plazo .,sequía impactar precio peso carne r : Banxico
Expansión - Economía,HR Ratings baja previsión de crecimiento a 1.4% para México en 2024,"La agencia calificadora ve un ambiente de incertidumbre por el cambio de administración y las reformas de AMLO, por lo que también recortó su pronóstico para 2025.",Economía,https://expansion.mx/economia/2024/09/13/hr-ratings-baja-prevision-crecimiento-a-1-4-para-mexico,13/09/2024,"agencia calificadoro ver ambiente incertidumbre cambio administración reforma AMLO , recortar pronóstico 2025 .",HR Ratings bajo previsión crecimiento 1.4% México 2024
Expansión - Economía,Gasolina Magna va por su segunda semana sin subsidios,"Durante la semana del 14 al 20 de septiembre, los consumidores pagarán 6.1752 pesos por el Impuesto Especial sobre Producción y Servicios (IEPS) por litro de gasolina regular.",Economía,https://expansion.mx/economia/2024/09/13/hacienda-quita-subsidio-gasolina-magna-segunda-semana,13/09/2024,"semana 14 20 septiembre , consumidor pagar 6.1752 pesos Impuesto Especial Producción Servicios ( IEPS ) litro gasolina regular .",Gasolina Magna semana subsidio
Expansión - Economía,Banxico proyecta apogeo del nearshoring en México entre 2026 y 2030,"En una encuesta de Banco de México, el 41.3% de las empresas consultadas estima que el mayor beneficio del proceso de relocalización se dará durante ese periodo.",Economía,https://expansion.mx/economia/2024/09/13/banxico-proyecta-apogeo-del-nearshoring-en-mexico-entre-2026-y-2030,13/09/2024,"encuesta Banco México , 41.3% empresa consultado estimar beneficio proceso relocalización dar periodo .",Banxico proyectar nearshoring México 2026 2030
Expansión - Economía,Fitch y S&P descartan degradar calificación de México por reforma judicial,Las agencias calificadoras ven finanzas sólidas y esperan una prudencia fiscal con Claudia Sheinbaum.,Economía,https://expansion.mx/economia/2024/09/12/descartan-degradar-calificacion-mexico-reforma-judicial,13/09/2024,agencia calificadora ver finanza sólido esperar prudencia fiscal Claudia Sheinbaum .,Fitch S&P descartar degradar calificación México reforma judicial
Expansión - Economía,"Él es Antonio Martínez Dagnino, jefe del SAT en el gobierno de Sheinbaum","Antonio Martínez Dagnino llegó a la jefatura del SAT en octubre del 2022, luego de que Raquel Buenrostro pasara a tomar el liderazgo en la Secretaría de Economía.",Economía,https://expansion.mx/economia/2024/09/12/quien-es-antonio-martinez-dagnino,12/09/2024,"Antonio Martínez Dagnino jefatura SAT octubre 2022 , Raquel Buenrostro pasar tomar liderazgo Secretaría Economía .","Antonio Martínez Dagnino , jefe SAT gobierno Sheinbaum"
Expansión - Economía,"De Pemex a Infonavit, él es Octavio Romero Oropeza","La presidenta electa, Claudia Sheinbaum, dio a conocer que Romero Oropeza estará al frente del Instituto del Fondo Nacional de la Vivienda para los Trabajadores.",Economía,https://expansion.mx/economia/2024/09/12/octavio-romero-oropeza-infonavit-pemex-claudia-sheinbaum,12/09/2024,"presidenta electa , Claudia Sheinbaum , Romero Oropeza frente Instituto Fondo Nacional Vivienda Trabajadores .","Pemex Infonavit , Octavio Romero Oropeza"
Expansión - Economía,BBVA advierte que reforma al Poder Judicial socava el Estado de derecho,Un análisis del banco considera que las perspectivas de crecimiento económico de México también pueden deteriorarse.,Economía,https://expansion.mx/economia/2024/09/12/bbva-advertencia-reforma-poder-judicial,12/09/2024,análisis banco perspectiva crecimiento económico México deteriorar él .,BBVA advertir reforma Judicial socava derecho
Expansión - Economía,El papel de la economía del bienestar en los gobiernos modernos,"La economía del bienestar prioriza la salud y la felicidad de las personas, colocando estos valores al mismo nivel, o incluso por encima, de los indicadores económicos tradicionales como el PIB.",Economía,https://expansion.mx/economia/2024/09/12/el-papel-de-la-economia-del-bienestar-en-los-gobiernos-modernos,12/09/2024,"economía bienestar priorizar salud felicidad persona , colocar valor nivel , , indicador económico tradicional PIB .",papel economía bienestar gobierno moderno
Expansión - Economía,"Los salarios, programas sociales y remesas mantienen el consumo en México","Pese a la inflación y mayor tasa de interés, el consumo privado en México ha sido un pilar para la economía, pero a esta tendencia le queda poco tiempo, advierten analistas.",Economía,https://expansion.mx/economia/2024/09/12/inflacion-y-tasas-de-interes-consumo-en-mexico-se-mantiene,12/09/2024,"pese inflación tasa interés , consumo privado México pilar economía , tendencia quedar tiempo , advertir analista .","salario , programa social remesa mantener consumo México"
Expansión - Economía,Moody's prevé que reforma judicial debilite la calidad crediticia de México,"Los cambios en el sistema judicial perjudicarían a las futuras inversiones en nearshoring, dice la agencia calificadora.",Economía,https://expansion.mx/economia/2024/09/11/moodys-reforma-judicial-calificacion-mexico,12/09/2024,"cambio sistema judicial perjudicarir futuro inversión nearshoring , agencia calificadoro .",Moody's prever reforma judicial debilitar calidad crediticia México
Expansión - Economía,Coparmex advierte que reforma judicial afectará proyectos clave para la economía,"El organismo empresarial lamenta la aprobación en el Senado de la República, señaló que es una decisión que no tomó en cuenta las diferentes voces.",Economía,https://expansion.mx/economia/2024/09/11/reforma-judicial-coparmex,11/09/2024,"organismo empresarial lamentar aprobación Senado República , decisión tomar voz .",Coparmex advertir reforma judicial afectar proyecto clave economía
Expansión - Economía,El peso mexicano se mantiene bajo las 20 unidades por dólar,"Tras la aprobación de la reforma judicial y la baja en la inflación en EU, la moneda se apreció 1.48% frente a las 20.09 unidades por dólar reportadas al cierre del martes.",Economía,https://expansion.mx/economia/2024/09/11/peso-mexicano-a-dolar-hoy-11-septiembre-cierre,11/09/2024,"aprobación reforma judicial baja inflación EU , moneda apreciar 1.48% frente 20.09 unidad dólar reportada cierre martes .",peso mexicano mantener 20 unidad dólar
Expansión - Economía,México va a facilitar y respaldar inversiones de EU: Marcelo Ebrard,"Luego de aprobada la reforma judicial, el próximo secretario de Economía revivió y posteó un video en redes sociales en el que dice que la integración de las dos economías avanza a paso acelerado.",Economía,https://expansion.mx/economia/2024/09/11/marcelo-ebrard-facilitara-y-respaldara-inversiones-eu,11/09/2024,"aprobar reforma judicial , secretario Economía reviveír postear video red social integración economía avanzar paso acelerado .",México facilitar respaldar inversión EU : Marcelo Ebrard
Expansión - Economía,La inversión extranjera cae en los estados más “atractivos” para el nearshoring,"La falta de energía eléctrica, escasez de agua y mano de obra, además de una infraestructura rebasada para el transporte le ponen freno a las decisiones de inversión.",Economía,https://expansion.mx/economia/2024/09/11/cae-inversion-extranjera-en-estados-norte-nearshoring,11/09/2024,"falta energía eléctrico , escasez agua mano obra , infraestructura rebasado transporte poner freno decisión inversión .",inversión extranjero caer “ atractivos ” nearshoring
Expansión - Economía,"Comce espera inversiones por 48,000 mdd, pese a reforma judicial","El presidente del Consejo Empresarial Mexicano de Comercio Exterior destacó que prevén que la Inversión Extranjera Directa cierre 2024 en 40,000 millones de dólares, 11% más respecto a 2023.",Economía,https://expansion.mx/economia/2024/09/10/comce-inversiones-reforma-judicial,10/09/2024,"presidente Consejo Empresarial Mexicano Comercio Exterior destacar prever Inversión Extranjera Directa cerrar 2024 40.000 millón dólares , 11% 2023 .","Comce esperar inversión 48.000 mdd , pese reforma judicial"
Expansión - Economía,"La inflación cede, pero Banxico enfrenta más retos para bajar tasa de interés",La volatilidad en el tipo de cambio generada por el avance de la reforma judicial representa un freno al banco central para  bajar la tasa de interés de referencia.,Economía,https://expansion.mx/economia/2024/09/10/inflacion-cede-banxico-enfrenta-retos-antes-de-bajar-tasas,10/09/2024,volatilidad tipo cambio generado avance reforma judicial representar freno banco central   bajar tasa interés referencia .,"inflación cede , Banxico enfrentar reto bajar tasa interés"
Expansión - Economía,Los rendimientos de los Cetes tocan su nivel más bajo desde enero,Los rendimientos de los Cetes a 28 días tuvieron la tasa más baja desde enero pasado ante la expectativa de que Banxico haga más recortes a la tasa de referencia.,Economía,https://expansion.mx/economia/2024/09/10/cetes-rendimiento-bajo-28-dias-caen,10/09/2024,rendimiento Cetes 28 tener tasa bajo enero expectativa Banxico hacer recort tasa referencia .,rendimiento Cetes tocar nivel enero
Expansión - Economía,Mexico necesita una política industrial acorde a la economía actual: IMCO,"El centro de investigación apunta que en los últimos 20 años, el valor agregado a la producción de exportaciones manufactureras se ha estancado.",Economía,https://expansion.mx/economia/2024/09/10/mexico-politica-industrial-economia-imco,10/09/2024,"centro investigación apuntar 20 año , valor agregado producción exportación manufacturero estancar .",Mexico necesitar política industrial acordar economía actual : IMCO
Expansión - Tecnología,Esta es la audiencia que quiere conquistar el iPhone 16,"Apple es consciente de que muchos usuarios de iPhone 15 difícilmente van a renovar su smartphone, pero hay un segmento al que pueden seducir.",Tecnología,https://expansion.mx/tecnologia/2024/09/20/iphone-16-esta-es-la-audiencia-que-quiere-conquistar,20/09/2024,"Apple consciente usuario iphone 15 difícilmente renovar smartphone , segmento seducir .",audiencia conquistar iphone 16
Expansión - Tecnología,Microsoft usará energía nuclear para alimentar su Inteligencia Artificial,El acuerdo entre Microsoft y Constellation Energy permitirá reactivar una unidad de la planta nuclear Three Mile Island para cubrir las crecientes necesidades energéticas.,Tecnología,https://expansion.mx/tecnologia/2024/09/20/microsoft-energia-nuclear-inteligencia-artificial,20/09/2024,Microsoft Constellation Energy permitir reactivar unidad planta nuclear Three Mile Island cubrir creciente necesidad energético .,Microsoft usar energía nuclear alimentar Inteligencia Artificial
Expansión - Tecnología,La ONU formula siete recomendaciones para regular la IA,La ONU creó el año pasado un órgano consultivo de 39 miembros para abordar los problemas de la regulación internacional de la IA.,Tecnología,https://expansion.mx/tecnologia/2024/09/20/la-onu-formula-siete-recomendaciones-para-regular-la-ia,20/09/2024,ONU crear año órgano consultivo 39 miembro abordar problema regulación internacional IA .,ONU formular recomendación regular IA
Expansión - Tecnología,El caso de Caliente TV: de anunciar apuestas a transmitir la Champions League,La compañía ha entrado a la ‘guerra del streaming deportivo’ para captar una parte de este nicho de mercado y con ello consolidar su principal negocio: las apuestas.,Tecnología,https://expansion.mx/tecnologia/2024/09/20/el-caso-de-caliente-tv-de-anunciar-apuestas-a-transmitir-la-champions-league,20/09/2024,compañía entrar ‘ guerra streaming deportivo ’ captar nicho mercado consolidar principal negocio : apuesta .,caso Caliente TV : anunciar apuesta transmitir Champions League
Expansión - Tecnología,"La IA decide si eres o no apto para un trabajo, ¿qué hacer para que te vea?","Aunque la IA sí ha demostrado que puede ser una aliada en los espacios donde se aplica, los sesgos que puede presentar aún son un inconveniente.",Tecnología,https://expansion.mx/tecnologia/2024/09/20/la-ia-decide-si-eres-o-no-apto-para-un-trabajo-que-hacer-para-que-te-vea,20/09/2024,"IA demostrar aliada espacio aplicar , sesgo presentar inconveniente .","IA decidir apto trabajo , ¿ ver ?"
Expansión - Tecnología,Amazon Prime y MGM Studios se unen a la MPA,Las empresas de entretenimiento se unen a otras como Netflix o Paramount Pictures.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/amazon-prime-y-mgm-studios-se-unen-a-la-mpa,19/09/2024,empresa entretenimiento unir Netflix Paramount Pictures .,Amazon Prime MGM Studios unir MPA
Expansión - Tecnología,Amazon lanza un nuevo bot que te ayudará a crecer las ventas,La empresa dio a conocer a Amelia para obtener los datos de venta e inventario de un negocio que está en la plataforma.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/amazon-lanza-un-nuevo-bot-que-te-ayudara-a-crecer-las-ventas,19/09/2024,empresa Amelia obtener dato venta inventario negocio plataforma .,Amazon lanzar bot ayudar crecer venta
Expansión - Tecnología,PlayStation lanza edición limitada con aspecto noventero,"Esta consola evoca al aspecto del primer equipo, lanzado por Sony en 1994, y forma parte de la celebración por sus 30 años.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/playstation-lanza-edicion-limitada-30-aniversario,19/09/2024,"consola evocar aspecto equipo , lanzado Sony 1994 , formar celebración 30 año .",PlayStation lanzar edición limitado aspecto noventero
Expansión - Tecnología,Usuarios reportan que la alerta sísmica nunca llegó a sus celulares,El IFT había asegurado que hoy las empresas enviarían mensajes de emergencia por sismos pero nunca llegaron. Telcel asegura que las alertas dependen del regulador.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/por-que-no-me-llego-mensaje-alerta-sismica-celular,19/09/2024,IFT asegurar empresa enviarir mensaje emergencia sismos llegar . Telcel asegurar alerta depender regulador .,Usuarios reportar alerta sísmico celular
Expansión - Tecnología,TelevisaUnivision nombra como nuevo CEO a un exdirectivo de Google,"Se trata de Daniel Alegre, en sustitución de Wade Davis,  quien cuenta con una amplia experiencia en empresas de tecnología y trabajando con la comunidad hispana en EU, México y América Latina.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/televisaunivision-nuevo-ceo-exdirectivo-de-google,19/09/2024,"Daniel Alegre , sustitución Wade Davis ,   amplio experiencia empresa tecnología trabajar comunidad hispano EU , México América Latina .",TelevisaUnivision nombrar CEO exdirectivo Google
Expansión - Tecnología,Inversión en conectividad no caerá pese a política judicial: Neutral Networks,"El CEO de la compañía Neutral Networks, enfocada en infraestructura crítica, dijo que la necesidad de conectividad a nivel usuario como empresa será más fuerte que agendas políticas.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/reforma-judicial-riesgo-confianza-invertir-telecomunicaciones,19/09/2024,"CEO compañía Neutral Networks , enfocado infraestructura crítico , necesidad conectividad nivel usuario empresa fuerte agenda política .",Inversión conectividad caer pese política judicial : Neutral Networks
Expansión - Tecnología,Nintendo y The Pokémon Company demandan al creador de Palworld,"Las empresas japonesas iniciaron una acción legal en contra de Pocketpair, debido a infracciones de patentes al desarrollar el llamado “Pokémon con armas”.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/nintendo-y-the-pokemon-company-demandan-al-creador-de-palworld,19/09/2024,"empresa japonés iniciar acción legal Pocketpair , infracción patente desarrollar llamado “ Pokémon arma ” .",nintendo The Pokémon Company demandar creador Palworld
Expansión - Tecnología,TelevisaUnivisión sustituirá a Wade Davis como director general,La empresa decidió sustituir a Davis por Daniel Alegre debido a algunos de los resultados de la compañía que cayeron por debajo de las expectativas internas.,Tecnología,https://expansion.mx/tecnologia/2024/09/18/televisaunivision-sustituira-a-wade-davis-como-director-general,19/09/2024,empresa decidir sustituir Davis Daniel Alegre resultado compañía caer expectativa interno .,televisaunivisión sustituir Wade Davis director general
Expansión - Tecnología,YouTube presenta IA para hacer videos y ganar ‘más’ dinero,La empresa llevo a cabo Made on YouTube un evento donde también señaló que el número de creadores que obtienen la mayor parte de sus ingresos viene de TV.,Tecnología,https://expansion.mx/tecnologia/2024/09/18/youtube-presenta-ia-para-hacer-videos-y-ganar-mas-dinero,18/09/2024,empresa llevar cabo Made on YouTube evento número creador obtener ingreso venir tv .,YouTube presentar IA video ganar ‘ ’ dinero
Expansión - Tecnología,La IA generativa transforma la operación y los ingresos empresariales,"El uso de IA generativa ha crecido en diversos sectores, impulsando la innovación y facilitando nuevas formas de operar en las organizaciones.",Tecnología,https://expansion.mx/tecnologia/2024/09/18/ia-generativa-transforma-operacion-e-ingresos-empresariales,18/09/2024,"IA generativo crecer sector , impulsar innovación facilitar forma operar organización .",IA generativo transformar operación ingreso empresarial
Expansión - Tecnología,Amazon agrega a PayPal como método de pago en pedidos de Comprar con Prime,"Esta nueva opción estará disponible para los usuarios que realicen compras en sitios web de terceros, con membresía Prime.",Tecnología,https://expansion.mx/tecnologia/2024/09/18/amazon-agrega-a-paypal-como-metodo-de-pago-prime,18/09/2024,"opción disponible usuario realizar compra sitios web tercero , membresía Prime .",Amazon agregar PayPal método pago pedido Comprar Prime
Expansión - Tecnología,CFE Telecom perfila a nuevo CEO para impulsar el proyecto de internet,"Según dos fuentes con conocimiento del tema, al interior de la compañía se ha puesto sobre la mesa el nombre de Emiliano Calderón Mercado para ser el nuevo CEO de la estatal de telecomunicaciones.",Tecnología,https://expansion.mx/tecnologia/2024/09/18/nuevo-director-genera-general-de-cfe-telecom-quien-suena,18/09/2024,"fuente conocimiento tema , interior compañía poner mesa nombre Emiliano Calderón Mercado CEO estatal telecomunicación .",CFE Telecom perfilar CEO impulsar proyecto internet
Expansión - Tecnología,"Google se salva de una multa antimonopolio de 1,670 mmd",El caso comenzó por un supuesto dominio anticompetitivo de la empresa en el mercado de la publicidad en línea.,Tecnología,https://expansion.mx/tecnologia/2024/09/18/google-se-salva-de-una-multa-presunto-monopolio,18/09/2024,caso comenzar dominio anticompetitivo empresa mercado publicidad línea .,Google salir multa antimonopolio 1.670 mmd
Expansión - Tecnología,El e-commerce chino conquista las bolsas de valores,"Los dueños de Alibaba, Temu y JD conquistan el e-commerce del mundo, mientras diversifican sus negocios.",Tecnología,https://expansion.mx/tecnologia/2024/09/18/el-e-commerce-chino-conquista-las-bolsas-de-valores,18/09/2024,"dueño Alibaba , Temu JD conquistar e-commerce mundo , diversificar negocio .",e-commerce chino conquista bolsa valor
Expansión - Tecnología,¿Cómo funciona el canje de teléfonos de Mercado Libre?,"Mercado Libre lanzó un nuevo programa llamado Trade in smartphones, con el que puedes canjear tu antiguo celular por un modelo nuevo.",Tecnología,https://expansion.mx/tecnologia/2024/09/17/canje-de-telefonos-mercado-libre,18/09/2024,"Mercado libre lanzar programa llamado Trade smartphón , poder canjear antiguo celular modelo .",¿ funcionar canje teléfono Mercado libre ?
Expansión - Tecnología,Malware en Android permite retirar dinero desde cajeros automáticos,"NGate clona datos NFC de tarjetas de pago y los retransmite a un atacante, quien emula la tarjeta original para realizar retiros de dinero en cajeros automáticos.",Tecnología,https://expansion.mx/tecnologia/2024/09/17/malware-android-clona-tarjetas-retira-dinero-de-cajeros,18/09/2024,"NGate clonar dato NFC tarjeta pago retransmite atacante , emular tarjeta original retiro dinero cajero automático .",Malware Android permitir retirar dinero cajero automático
