Mensaje
| Neta si wey |
| Ernesto con sus frases de señora |
| Anda di k si |
| Claro chica |
| Estas tomando fotos? |
| Pero pues hay vamos |
| Te perdono |
| ? |
| Ah va |
| Y tu terminas lo q ya habia dejado? |
| JAJAJAJ no |
| Ya llego tu pedido neni |
| Animo |
| Pero por tirarla se le dejo en 10 |
| Ah ya |
| Donde andas? |
| O a rodrigo |
| O |
| Porque ya empezaron a venir los de la dig clase |
| Porque? |
| Nomas corre |
| Vale vale |
| Ok |
| Mañana a ver si lo puedo checar con Móni |
| Q buskes bien |
| No me dejaron |
| Perrito emocionado |
| Me puedes traer mis cosas? |
| Oye chica |
| jjajaj |
| Hacemos un trato? |
| Bueno gracias |
| No los tengo |
| Pensé que era del normal |
| De nada |
| Kepasa chiko |
| Andaleeee |
| Chekale en la mochila de monika y en la de ernrsto |
| Es que creo que si me voy a tardar |
| A |
| Si TT |
| Avr te parece si yo hago lo de los coches |
| Es q moni me dijo q estaban malitos los programas q teniamos u.u |
| Sabes cómo se hace eso? |
| Ya no te va a hablar |
| Ontan x100000 |
| Tu tranqui |
| Como pooooorrrrr? |
| Ek tal ve meta una |
| JAJAJAJAJAJAJA entiendo |
| Creo q ni vimos eso |
| Que pasa chika |
| Aqui estan las derivadas q nos faltaban |
"| Va, gracias |"
| Jajajaj |
| No se |
| Es que si estoy trabajando |
| Pero no se q tan rapido se refleje en mi saes |
| Es ponpompurin |
| Ola |
| Ahi te las mando |
| Nada |
| Tuviste problema metiendo tu traslapada ? |
| Joder no |
| Si lo pidio |
| Muchas cosas wuuu |
| Deja los pido |
| De nada chika |
| es que si jajaj |
| Pero no nada |
| E master |
| Pq no? |
| Pedimos bolis |
| Oye que vieron en probabilidad? |
| O sea lo de los depas |
| Tr vemos en letras |
| A que o como ? |
| A la 19 no le entendi |
| Pa comer jajaja |
| Chi |
| Jjajajaj |
| Ya diste de baja estadistica? |
| Ya se fueron? |
"| Nos puedes traer la salsa, catsup y servilletas?? |"
| A gerry x ejemplo |
| JJAAJAJA pues es que nadie sabe |
| Trae las cosas |
| Tienes esta? |
| No tengo justo eso jaja |
| Oki neni |
| Girl |
"| Y pues ya, segun yo asi queda corregido |"
| Ya dijo algo? |
| Ya te califico la practica Gus? |
| Oye chika |
| Se vamos a quedarnos a estudiar base de datos |
| Oyes |
| Ok ahorita se los voy pidiendo |
| Thx |
| Pero aun no la hagooo |
| andaleeeee |
| Bueno gracia |
| Este eee |
| En la bibliotek |
| Oye |
| Xfa |
| Nomas son dos esquemas pero te mande un bn de fotos pq siento q no se ve bn en algunas |
| Sabes cuales tablas tenemos q crear? |
| Lo esperado |
| Eh máster |
| Se les va kemar el cerevro |
| Ni lo ha pasado el profe |
| Estan bien bonitas las pantunflas |
| Ahi estan las cosas |
| El yisu |
"| Creabamos un modelo de regresion lineal el cual iba a predecir al eje Y o sea el precio de una casa para cada valor de la variable X area, la ecuacion se obtiene a traves de y=mx+b |"
| Hiciste los ejercicios de álgebra de hoy ? |
"| Asi q no tengo U.u, perdoname |"
| Tienes q marcarlos |
| Claro neni |
| Siii |
| Para q o q |
| Preguntale al charmander |
| De q hay? |
| Ya nada jaja |
| Ya |
| Ya llegamos master kepaso |
| Es que necesito una memoria usb para mañana |
| Wwww |
| Me pasas tus ejemplos de vínculos |
| Ok ok |
| Lo de planilandia son como puntos extras o como? |
| Oyeeeee |
| Va gracias |
| Xd en la Expo de mañana |
| Ya me las probe |
| Y q dice el chiko? |
| Ya tomen su descanso chikas |
| A los programas me refiero a los de metodos |
| Recuerdo q literal habia buscado el problema jaja y me salieron otros similares |
| Pasanos loq vieron |
| Tienes el num 3 del punto 33 |
| Me haces un favor plis |
| No están las servilletas |
| Que? |
| Se la van a saltar? |
| Oye oye |
| Me puedes prestar la tuyo si tienes? |
| Me lo pasas ? |
| Tabn |
| Va |
| Y hasta ahi voy |
| Y entonces pq decia q tabla productos |
| Tengo que digamos entregar unos programas en eso |
| Que ps según si son bastantes rápidos |
| Aaa si |
| No TT |
| Graciaaaaaaas |
| Q horror |
| Vale grasias chika |
| Q pasa we |
| Me haces un favorsote |
| Ontan |
| Poke |
| Cualeeees? |
| Porfiiii |
| Yendo |
| Sacaaaaa |
| Espera aaaaaaaaaa  |
